# Name of benchmark/experiment: Experiment 1
# Describe how ice line latitude is determined: where temperature falls below freezing in annual average
# Note that Tglob = 450. means the case is in runaway greenhouse: ESTM output is not reliable

# Columns of data
# Case = case number (total: 289)
# Inst = instellation (S_earth; i.e., relative to Earth's 1361 W m^-2)
# Obl = obliquity (degrees)
# XCO2 = mixing ratio (volume) of CO2 (ppm)
# Tglob = global, annual mean surface temperature (K)
# IceLineNMax = latitude of northern edge of ice in northern hemisphere (deg)
# IceLineNMin = latitude of southern edge of ice in northern hemisphere (deg)
# IceLineSMax = latitude of northern edge of ice in southern hemisphere (deg)
# IceLineSMin = latitude of southern edge of ice in southern hemisphere (deg)
# Diff = average diffusion coefficient (W m^-2 K^-1)
# OLR = global, annual mean outgoing longwave radiation

# Case Inst Obl XCO2 Tglob IceLineNMax IceLineNMin IceLineSMax IceLineSMin Diff OLR
19 0.8250 10.0 280 212.89 90.0 0.0 0.0 -90.0 0.5000 109.21
20 0.8250 15.0 280 212.84 90.0 0.0 0.0 -90.0 0.5000 109.21
21 0.8250 20.0 280 212.80 90.0 0.0 0.0 -90.0 0.5000 109.24
22 0.8250 25.0 280 212.77 90.0 0.0 0.0 -90.0 0.5000 109.31
23 0.8250 30.0 280 212.77 90.0 0.0 0.0 -90.0 0.5000 109.44
24 0.8250 35.0 280 212.79 90.0 0.0 0.0 -90.0 0.5000 109.61
25 0.8250 40.0 280 212.84 90.0 0.0 0.0 -90.0 0.5000 109.83
26 0.8250 45.0 280 212.91 90.0 0.0 0.0 -90.0 0.5000 110.11
27 0.8250 50.0 280 213.00 90.0 0.0 0.0 -90.0 0.5000 110.45
28 0.8250 55.0 280 213.13 90.0 0.0 0.0 -90.0 0.5000 110.86
29 0.8250 60.0 280 213.28 90.0 0.0 0.0 -90.0 0.5000 111.30
30 0.8250 65.0 280 213.44 90.0 0.0 0.0 -90.0 0.5000 111.79
31 0.8250 70.0 280 213.62 90.0 0.0 0.0 -90.0 0.5000 112.26
32 0.8250 75.0 280 213.79 90.0 0.0 0.0 -90.0 0.5000 112.69
33 0.8250 80.0 280 213.93 90.0 0.0 0.0 -90.0 0.5000 113.04
34 0.8500 0.0 280 214.87 90.0 0.0 0.0 -90.0 0.5000 112.72
35 0.8500 5.0 280 214.86 90.0 0.0 0.0 -90.0 0.5000 112.72
36 0.8500 10.0 280 214.83 90.0 0.0 0.0 -90.0 0.5000 112.72
37 0.8500 15.0 280 214.80 90.0 0.0 0.0 -90.0 0.5000 112.74
38 0.8500 20.0 280 214.76 90.0 0.0 0.0 -90.0 0.5000 112.78
39 0.8500 25.0 280 214.75 90.0 0.0 0.0 -90.0 0.5000 112.88
40 0.8500 30.0 280 214.77 90.0 0.0 0.0 -90.0 0.5000 113.02
41 0.8500 35.0 280 214.81 90.0 0.0 0.0 -90.0 0.5000 113.21
42 0.8500 40.0 280 214.86 90.0 0.0 0.0 -90.0 0.5000 113.45
43 0.8500 45.0 280 214.96 90.0 0.0 0.0 -90.0 0.5000 113.78
44 0.8500 50.0 280 215.08 90.0 0.0 0.0 -90.0 0.5000 114.18
45 0.8500 55.0 280 215.23 90.0 0.0 0.0 -90.0 0.5000 114.65
46 0.8500 60.0 280 215.42 90.0 0.0 0.0 -90.0 0.5000 115.17
47 0.8500 65.0 280 215.62 90.0 0.0 0.0 -90.0 0.5000 115.73
48 0.8500 70.0 280 215.84 90.0 0.0 0.0 -90.0 0.5000 116.27
49 0.8500 75.0 280 216.04 90.0 0.0 0.0 -90.0 0.5000 116.77
50 0.8500 80.0 280 216.21 90.0 0.0 0.0 -90.0 0.5000 117.17
51 0.8750 0.0 280 216.85 90.0 0.0 0.0 -90.0 0.5000 116.33
52 0.8750 5.0 280 216.85 90.0 0.0 0.0 -90.0 0.5000 116.34
53 0.8750 10.0 280 216.82 90.0 0.0 0.0 -90.0 0.5000 116.35
54 0.8750 15.0 280 216.80 90.0 0.0 0.0 -90.0 0.5000 116.37
55 0.8750 20.0 280 216.78 90.0 0.0 0.0 -90.0 0.5000 116.43
56 0.8750 25.0 280 216.78 90.0 0.0 0.0 -90.0 0.5000 116.54
57 0.8750 30.0 280 216.81 90.0 0.0 0.0 -90.0 0.5000 116.69
58 0.8750 35.0 280 216.85 90.0 0.0 0.0 -90.0 0.5000 116.89
59 0.8750 40.0 280 216.92 90.0 0.0 0.0 -90.0 0.5000 117.17
60 0.8750 45.0 280 217.03 90.0 0.0 0.0 -90.0 0.5000 117.54
61 0.8750 50.0 280 217.18 90.0 0.0 0.0 -90.0 0.5000 117.99
62 0.8750 55.0 280 217.36 90.0 0.0 0.0 -90.0 0.5000 118.53
63 0.8750 60.0 280 217.59 90.0 0.0 0.0 -90.0 0.5000 119.13
64 0.8750 65.0 280 217.84 90.0 0.0 0.0 -90.0 0.5000 119.78
65 0.8750 70.0 280 218.10 90.0 0.0 0.0 -90.0 0.5000 120.41
66 0.8750 75.0 280 218.34 90.0 0.0 0.0 -90.0 0.5000 120.98
67 0.8750 80.0 280 218.55 90.0 0.0 0.0 -90.0 0.5000 121.45
68 0.9000 0.0 280 218.87 90.0 0.0 0.0 -90.0 0.5000 120.03
69 0.9000 5.0 280 218.87 90.0 0.0 0.0 -90.0 0.5000 120.03
70 0.9000 10.0 280 218.85 90.0 0.0 0.0 -90.0 0.5000 120.04
71 0.9000 15.0 280 218.83 90.0 0.0 0.0 -90.0 0.5000 120.08
72 0.9000 20.0 280 218.82 90.0 0.0 0.0 -90.0 0.5000 120.15
73 0.9000 25.0 280 218.83 90.0 0.0 0.0 -90.0 0.5000 120.27
74 0.9000 30.0 280 218.87 90.0 0.0 0.0 -90.0 0.5000 120.43
75 0.9000 35.0 280 218.91 90.0 0.0 0.0 -90.0 0.5000 120.64
76 0.9000 40.0 280 219.00 90.0 0.0 0.0 -90.0 0.5000 120.97
77 0.9000 45.0 280 219.14 90.0 0.0 0.0 -90.0 0.5000 121.39
78 0.9000 50.0 280 219.31 90.0 0.0 0.0 -90.0 0.5000 121.91
79 0.9000 55.0 280 219.54 90.0 0.0 0.0 -90.0 0.5000 122.53
80 0.9000 60.0 280 219.80 90.0 0.0 0.0 -90.0 0.5000 123.22
81 0.9000 65.0 280 220.10 90.0 0.0 0.0 -90.0 0.5000 123.97
82 0.9000 70.0 280 220.41 90.0 0.0 0.0 -90.0 0.5000 124.69
83 0.9000 75.0 280 220.71 90.0 0.0 0.0 -90.0 0.5000 125.36
84 0.9000 80.0 280 220.95 90.0 0.0 0.0 -90.0 0.5000 125.90
85 0.9250 0.0 280 220.92 90.0 0.0 0.0 -90.0 0.5000 123.78
86 0.9250 5.0 280 220.91 90.0 0.0 0.0 -90.0 0.5000 123.79
87 0.9250 10.0 280 220.90 90.0 0.0 0.0 -90.0 0.5000 123.81
88 0.9250 15.0 280 220.88 90.0 0.0 0.0 -90.0 0.5000 123.84
89 0.9250 20.0 280 220.88 90.0 0.0 0.0 -90.0 0.5000 123.93
90 0.9250 25.0 280 220.91 90.0 0.0 0.0 -90.0 0.5000 124.05
91 0.9250 30.0 280 220.94 90.0 0.0 0.0 -90.0 0.5000 124.22
92 0.9250 35.0 280 221.00 90.0 0.0 0.0 -90.0 0.5000 124.47
93 0.9250 40.0 280 221.12 90.0 0.0 0.0 -90.0 0.5000 124.85
94 0.9250 45.0 280 221.27 90.0 0.0 0.0 -90.0 0.5000 125.33
95 0.9250 50.0 280 273.59 90.0 28.5 -28.5 -90.0 0.5000 230.97
96 0.9250 55.0 280 273.88 43.5 0.0 0.0 -43.5 0.5000 231.48
97 0.9250 60.0 280 274.03 34.5 0.0 0.0 -34.5 0.5000 231.60
98 0.9250 65.0 280 274.02 34.5 0.0 0.0 -34.5 0.5000 231.35
99 0.9250 70.0 280 222.80 90.0 0.0 0.0 -90.0 0.5000 129.15
100 0.9250 75.0 280 223.16 90.0 0.0 0.0 -90.0 0.5000 129.92
101 0.9250 80.0 280 223.46 90.0 0.0 0.0 -90.0 0.5000 130.55
102 0.9500 0.0 280 222.98 90.0 0.0 0.0 -90.0 0.5000 127.59
103 0.9500 5.0 280 222.98 90.0 0.0 0.0 -90.0 0.5000 127.60
104 0.9500 10.0 280 222.97 90.0 0.0 0.0 -90.0 0.5000 127.62
105 0.9500 15.0 280 222.96 90.0 0.0 0.0 -90.0 0.5000 127.67
106 0.9500 20.0 280 222.97 90.0 0.0 0.0 -90.0 0.5000 127.76
107 0.9500 25.0 280 222.99 90.0 0.0 0.0 -90.0 0.5000 127.89
108 0.9500 30.0 280 223.03 90.0 0.0 0.0 -90.0 0.5000 128.06
109 0.9500 35.0 280 223.11 90.0 0.0 0.0 -90.0 0.5000 128.38
110 0.9500 40.0 280 223.25 90.0 0.0 0.0 -90.0 0.5000 128.82
111 0.9500 45.0 280 277.42 90.0 49.5 -49.5 -90.0 0.5000 238.90
112 0.9500 50.0 280 277.64 90.0 90.0 -90.0 -90.0 0.5000 239.32
113 0.9500 55.0 280 277.86 0.0 0.0 0.0 0.0 0.5000 239.63
114 0.9500 60.0 280 278.13 0.0 0.0 0.0 0.0 0.5000 239.95
115 0.9500 65.0 280 278.47 0.0 0.0 0.0 0.0 0.5000 240.34
116 0.9500 70.0 280 278.82 13.5 0.0 0.0 -13.5 0.5000 240.69
117 0.9500 75.0 280 279.13 16.5 0.0 0.0 -16.5 0.5000 240.99
118 0.9500 80.0 280 279.37 19.5 0.0 0.0 -19.5 0.5000 241.20
119 0.9750 0.0 280 267.66 90.0 28.5 -28.5 -90.0 0.5000 218.23
120 0.9750 5.0 280 267.45 90.0 28.5 -28.5 -90.0 0.5000 217.81
121 0.9750 10.0 280 264.99 90.0 25.5 -25.5 -90.0 0.5000 212.80
122 0.9750 15.0 280 225.05 90.0 0.0 0.0 -90.0 0.5000 131.54
123 0.9750 20.0 280 225.07 90.0 0.0 0.0 -90.0 0.5000 131.63
124 0.9750 25.0 280 225.09 90.0 0.0 0.0 -90.0 0.5000 131.77
125 0.9750 30.0 280 225.14 90.0 0.0 0.0 -90.0 0.5000 132.00
126 0.9750 35.0 280 225.25 90.0 0.0 0.0 -90.0 0.5000 132.37
127 0.9750 40.0 280 281.26 90.0 55.5 -55.5 -90.0 0.5000 246.63
128 0.9750 45.0 280 281.39 90.0 90.0 -90.0 -90.0 0.5000 246.91
129 0.9750 50.0 280 281.53 90.0 90.0 -90.0 -90.0 0.5000 247.11
130 0.9750 55.0 280 281.77 0.0 0.0 0.0 0.0 0.5000 247.39
131 0.9750 60.0 280 282.13 0.0 0.0 0.0 0.0 0.5000 247.77
132 0.9750 65.0 280 282.57 0.0 0.0 0.0 0.0 0.5000 248.27
133 0.9750 70.0 280 283.06 0.0 0.0 0.0 0.0 0.5000 248.78
134 0.9750 75.0 280 283.52 0.0 0.0 0.0 0.0 0.5000 249.27
135 0.9750 80.0 280 283.91 0.0 0.0 0.0 0.0 0.5000 249.69
136 1.0000 0.0 280 279.26 90.0 40.5 -40.5 -90.0 0.5000 241.12
137 1.0000 5.0 280 279.12 90.0 40.5 -40.5 -90.0 0.5000 240.89
138 1.0000 10.0 280 278.70 90.0 40.5 -40.5 -90.0 0.5000 240.16
139 1.0000 15.0 280 277.98 90.0 40.5 -40.5 -90.0 0.5000 238.92
140 1.0000 20.0 280 276.80 90.0 37.5 -37.5 -90.0 0.5000 236.77
141 1.0000 25.0 280 276.23 90.0 37.5 -37.5 -90.0 0.5000 235.79
142 1.0000 30.0 280 275.99 90.0 37.5 -37.5 -90.0 0.5000 235.46
143 1.0000 35.0 280 285.41 90.0 58.5 -58.5 -90.0 0.5000 254.54
144 1.0000 40.0 280 285.42 90.0 90.0 -90.0 -90.0 0.5000 254.72
145 1.0000 45.0 280 285.43 90.0 90.0 -90.0 -90.0 0.5000 254.76
146 1.0000 50.0 280 285.58 90.0 90.0 -90.0 -90.0 0.5000 254.92
147 1.0000 55.0 280 285.90 0.0 0.0 0.0 0.0 0.5000 255.23
148 1.0000 60.0 280 286.35 0.0 0.0 0.0 0.0 0.5000 255.66
149 1.0000 65.0 280 286.90 0.0 0.0 0.0 0.0 0.5000 256.22
150 1.0000 70.0 280 287.50 0.0 0.0 0.0 0.0 0.5000 256.80
151 1.0000 75.0 280 288.07 0.0 0.0 0.0 0.0 0.5000 257.37
152 1.0000 80.0 280 288.55 0.0 0.0 0.0 0.0 0.5000 257.86
153 1.0250 0.0 280 288.57 90.0 49.5 -49.5 -90.0 0.5000 257.36
154 1.0250 5.0 280 288.43 90.0 49.5 -49.5 -90.0 0.5000 257.20
155 1.0250 10.0 280 288.03 90.0 49.5 -49.5 -90.0 0.5000 256.74
156 1.0250 15.0 280 287.42 90.0 49.5 -49.5 -90.0 0.5000 256.03
157 1.0250 20.0 280 286.77 90.0 49.5 -49.5 -90.0 0.5000 255.28
158 1.0250 25.0 280 286.83 90.0 49.5 -49.5 -90.0 0.5000 255.86
159 1.0250 30.0 280 290.40 90.0 61.5 -61.5 -90.0 0.5000 263.01
160 1.0250 35.0 280 290.10 90.0 73.5 -73.5 -90.0 0.5000 262.94
161 1.0250 40.0 280 289.87 90.0 90.0 -90.0 -90.0 0.5000 262.80
162 1.0250 45.0 280 289.82 90.0 90.0 -90.0 -90.0 0.5000 262.77
163 1.0250 50.0 280 290.00 90.0 90.0 -90.0 -90.0 0.5000 262.94
164 1.0250 55.0 280 290.40 0.0 0.0 0.0 0.0 0.5000 263.29
165 1.0250 60.0 280 290.97 0.0 0.0 0.0 0.0 0.5000 263.78
166 1.0250 65.0 280 291.65 0.0 0.0 0.0 0.0 0.5000 264.40
167 1.0250 70.0 280 292.37 0.0 0.0 0.0 0.0 0.5000 265.05
168 1.0250 75.0 280 293.06 0.0 0.0 0.0 0.0 0.5000 265.69
169 1.0250 80.0 280 293.64 0.0 0.0 0.0 0.0 0.5000 266.23
170 1.0500 0.0 280 299.09 90.0 58.5 -58.5 -90.0 0.5000 272.54
171 1.0500 5.0 280 298.89 90.0 58.5 -58.5 -90.0 0.5000 272.37
172 1.0500 10.0 280 298.30 90.0 58.5 -58.5 -90.0 0.5000 271.85
173 1.0500 15.0 280 297.63 90.0 58.5 -58.5 -90.0 0.5000 271.44
174 1.0500 20.0 280 297.18 90.0 61.5 -61.5 -90.0 0.5000 271.53
175 1.0500 25.0 280 297.44 90.0 64.5 -64.5 -90.0 0.5000 272.88
176 1.0500 30.0 280 296.51 90.0 73.5 -73.5 -90.0 0.5000 272.30
177 1.0500 35.0 280 295.68 90.0 90.0 -90.0 -90.0 0.5000 271.72
178 1.0500 40.0 280 295.13 90.0 90.0 -90.0 -90.0 0.5000 271.34
179 1.0500 45.0 280 294.93 90.0 90.0 -90.0 -90.0 0.5000 271.20
180 1.0500 50.0 280 295.10 90.0 90.0 -90.0 -90.0 0.5000 271.35
181 1.0500 55.0 280 295.55 0.0 0.0 0.0 0.0 0.5000 271.72
182 1.0500 60.0 280 296.21 0.0 0.0 0.0 0.0 0.5000 272.26
183 1.0500 65.0 280 297.02 0.0 0.0 0.0 0.0 0.5000 272.95
184 1.0500 70.0 280 297.90 0.0 0.0 0.0 0.0 0.5000 273.68
185 1.0500 75.0 280 298.73 0.0 0.0 0.0 0.0 0.5000 274.38
186 1.0500 80.0 280 299.43 0.0 0.0 0.0 0.0 0.5000 274.97
187 1.0750 0.0 280 310.68 90.0 64.5 -64.5 -90.0 0.5000 286.21
188 1.0750 5.0 280 310.44 90.0 67.5 -67.5 -90.0 0.5000 286.06
189 1.0750 10.0 280 309.78 90.0 67.5 -67.5 -90.0 0.5000 285.68
190 1.0750 15.0 280 308.80 90.0 67.5 -67.5 -90.0 0.5000 285.14
191 1.0750 20.0 280 307.50 90.0 73.5 -73.5 -90.0 0.5000 284.36
192 1.0750 25.0 280 306.06 90.0 82.5 -82.5 -90.0 0.5000 283.44
193 1.0750 30.0 280 304.56 90.0 90.0 -90.0 -90.0 0.5000 282.46
194 1.0750 35.0 280 303.16 90.0 90.0 -90.0 -90.0 0.5000 281.54
195 1.0750 40.0 280 302.15 90.0 90.0 -90.0 -90.0 0.5000 280.88
196 1.0750 45.0 280 301.60 90.0 90.0 -90.0 -90.0 0.5000 280.53
197 1.0750 50.0 280 301.52 90.0 90.0 -90.0 -90.0 0.5000 280.52
198 1.0750 55.0 280 301.87 0.0 0.0 0.0 0.0 0.5000 280.81
199 1.0750 60.0 280 302.55 0.0 0.0 0.0 0.0 0.5000 281.34
200 1.0750 65.0 280 303.46 0.0 0.0 0.0 0.0 0.5000 282.07
201 1.0750 70.0 280 304.48 0.0 0.0 0.0 0.0 0.5000 282.85
202 1.0750 75.0 280 305.47 0.0 0.0 0.0 0.0 0.5000 283.60
203 1.0750 80.0 280 306.33 0.0 0.0 0.0 0.0 0.5000 284.25
204 1.1000 0.0 280 323.96 90.0 76.5 -76.5 -90.0 0.5000 298.55
205 1.1000 5.0 280 323.67 90.0 76.5 -76.5 -90.0 0.5000 298.40
206 1.1000 10.0 280 322.81 90.0 79.5 -79.5 -90.0 0.5000 297.96
207 1.1000 15.0 280 321.45 90.0 90.0 -90.0 -90.0 0.5000 297.26
208 1.1000 20.0 280 319.67 90.0 90.0 -90.0 -90.0 0.5000 296.31
209 1.1000 25.0 280 317.48 90.0 90.0 -90.0 -90.0 0.5000 295.05
210 1.1000 30.0 280 315.34 90.0 90.0 -90.0 -90.0 0.5000 293.80
211 1.1000 35.0 280 313.54 90.0 90.0 -90.0 -90.0 0.5000 292.75
212 1.1000 40.0 280 312.21 90.0 90.0 -90.0 -90.0 0.5000 291.98
213 1.1000 45.0 280 311.26 90.0 90.0 -90.0 -90.0 0.5000 291.44
214 1.1000 50.0 280 310.75 90.0 90.0 -90.0 -90.0 0.5000 291.17
215 1.1000 55.0 280 310.79 0.0 0.0 0.0 0.0 0.5000 291.27
216 1.1000 60.0 280 311.31 0.0 0.0 0.0 0.0 0.5000 291.67
217 1.1000 65.0 280 312.22 0.0 0.0 0.0 0.0 0.5000 292.32
218 1.1000 70.0 280 313.41 0.0 0.0 0.0 0.0 0.5000 293.11
219 1.1000 75.0 280 314.66 0.0 0.0 0.0 0.0 0.5000 293.91
220 1.1000 80.0 280 315.78 0.0 0.0 0.0 0.0 0.5000 294.61
221 1.1250 0.0 280 343.15 90.0 90.0 -90.0 -90.0 0.5000 310.69
222 1.1250 5.0 280 342.64 90.0 90.0 -90.0 -90.0 0.5000 310.58
223 1.1250 10.0 280 341.16 90.0 90.0 -90.0 -90.0 0.5000 310.25
224 1.1250 15.0 280 338.90 90.0 90.0 -90.0 -90.0 0.5000 309.69
225 1.1250 20.0 280 336.17 90.0 90.0 -90.0 -90.0 0.5000 308.86
226 1.1250 25.0 280 333.48 90.0 90.0 -90.0 -90.0 0.5000 307.76
227 1.1250 30.0 280 331.20 90.0 90.0 -90.0 -90.0 0.5000 306.81
228 1.1250 35.0 280 329.31 90.0 90.0 -90.0 -90.0 0.5000 306.01
229 1.1250 40.0 280 327.70 90.0 90.0 -90.0 -90.0 0.5000 305.30
230 1.1250 45.0 280 326.36 90.0 90.0 -90.0 -90.0 0.5000 304.63
231 1.1250 50.0 280 325.71 90.0 90.0 -90.0 -90.0 0.5000 304.33
232 1.1250 55.0 280 325.83 0.0 0.0 0.0 0.0 0.5000 304.44
233 1.1250 60.0 280 326.72 0.0 0.0 0.0 0.0 0.5000 304.89
234 1.1250 65.0 280 328.19 0.0 0.0 0.0 0.0 0.5000 305.62
235 1.1250 70.0 280 329.98 0.0 0.0 0.0 0.0 0.5000 306.43
236 1.1250 75.0 280 331.80 0.0 0.0 0.0 0.0 0.5000 307.24
237 1.1250 80.0 280 333.39 0.0 0.0 0.0 0.0 0.5000 307.92
238 1.1500 0.0 280 389.54 90.0 90.0 -90.0 -90.0 0.5000 321.56
239 1.1500 5.0 280 388.74 90.0 90.0 -90.0 -90.0 0.5000 321.53
240 1.1500 10.0 280 386.27 90.0 90.0 -90.0 -90.0 0.5000 321.45
241 1.1500 15.0 280 382.42 90.0 90.0 -90.0 -90.0 0.5000 321.30
242 1.1500 20.0 280 377.55 90.0 90.0 -90.0 -90.0 0.5000 321.12
243 1.1500 25.0 280 372.18 90.0 90.0 -90.0 -90.0 0.5000 320.91
244 1.1500 30.0 280 366.70 90.0 90.0 -90.0 -90.0 0.5000 320.69
245 1.1500 35.0 280 361.58 90.0 90.0 -90.0 -90.0 0.5000 320.47
246 1.1500 40.0 280 357.48 90.0 90.0 -90.0 -90.0 0.5000 320.31
247 1.1500 45.0 280 354.87 90.0 90.0 -90.0 -90.0 0.5000 320.21
248 1.1500 50.0 280 354.06 90.0 90.0 -90.0 -90.0 0.5000 320.20
249 1.1500 55.0 280 355.05 0.0 0.0 0.0 0.0 0.5000 320.40
250 1.1500 60.0 280 357.26 0.0 0.0 0.0 0.0 0.5000 320.81
251 1.1500 65.0 280 360.12 0.0 0.0 0.0 0.0 0.5000 321.31
252 1.1500 70.0 280 363.75 0.0 0.0 0.0 0.0 0.5000 321.89
253 1.1500 75.0 280 368.12 0.0 0.0 0.0 0.0 0.5000 322.51
254 1.1500 80.0 280 372.81 0.0 0.0 0.0 0.0 0.5000 323.03
255 1.1750 0.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 330.04
256 1.1750 5.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 330.04
257 1.1750 10.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 329.94
258 1.1750 15.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 329.80
259 1.1750 20.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 329.64
260 1.1750 25.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 329.46
261 1.1750 30.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 329.29
262 1.1750 35.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 329.11
263 1.1750 40.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 329.00
264 1.1750 45.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 329.00
265 1.1750 50.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 329.12
266 1.1750 55.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 329.28
267 1.1750 60.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 329.50
268 1.1750 65.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 329.82
269 1.1750 70.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 330.15
270 1.1750 75.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 330.48
271 1.1750 80.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 330.76
272 1.2000 0.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 337.06
273 1.2000 5.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 337.13
274 1.2000 10.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 337.00
275 1.2000 15.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 336.91
276 1.2000 20.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 336.66
277 1.2000 25.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 336.49
278 1.2000 30.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 336.31
279 1.2000 35.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 336.17
280 1.2000 40.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 336.02
281 1.2000 45.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 336.00
282 1.2000 50.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 336.12
283 1.2000 55.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 336.28
284 1.2000 60.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 336.52
285 1.2000 65.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 336.85
286 1.2000 70.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 337.19
287 1.2000 75.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 337.53
288 1.2000 80.0 280 450.00 90.0 90.0 -90.0 -90.0 0.5000 337.81
