# Use this header for notes and global details
#  Name of benchmark/experiment: Benchmark 3/untuned                                                                                 
#                   Case number:          0
#        Instellation (S_earth):       1.0000
#                    XCO2 (ppm):     280.0000
#           Obliquity (degrees):      60.0000
# Additional Information
#          Orbital eccentricity:       0.0000
# Longitude of perihelion passag       0.0000
# Cloud modification by cloud (W       0.0000
#                   Land albedo:       0.3000
#                  Ocean albedo:       0.2000
#               Ice/snow albedo:       0.6000
#                Cloud coverage:       0.0000
# Cloud albedo varies with cosZA

# Columns of data (annually averaged for last orbit)
# Lat = latitude (degrees)
# Tsurf = annually averaged surface temperature (K)
# Asurf = annually averaged surface albedo
# ATOA = annually averaged top-of-atmosphere/total/planetary albedo
# OLR = annually averaged outgoing longwave radiation (W m^-2)
# Foc = Ocean fraction

#          Lat       Tsurf       Asurf        ATOA         OLR         Foc
        -90.00      407.20      0.3537      0.2250      290.77      0.7500
        -89.00      407.19      0.3537      0.2250      290.76      0.7500
        -88.00      407.19      0.3536      0.2250      290.73      0.7500
        -87.00      407.17      0.3534      0.2250      290.69      0.7500
        -86.00      407.15      0.3531      0.2250      290.63      0.7500
        -85.00      407.12      0.3527      0.2250      290.56      0.7500
        -84.00      407.09      0.3522      0.2250      290.47      0.7500
        -83.00      407.06      0.3517      0.2250      290.36      0.7500
        -82.00      407.01      0.3510      0.2250      290.24      0.7500
        -81.00      406.96      0.3502      0.2250      290.10      0.7500
        -80.00      406.91      0.3494      0.2250      289.95      0.7500
        -79.00      406.85      0.3485      0.2250      289.78      0.7500
        -78.00      406.79      0.3475      0.2250      289.60      0.7500
        -77.00      406.72      0.3464      0.2250      289.41      0.7500
        -76.00      406.65      0.3452      0.2250      289.20      0.7500
        -75.00      406.57      0.3440      0.2250      288.98      0.7500
        -74.00      406.49      0.3426      0.2250      288.75      0.7500
        -73.00      406.41      0.3412      0.2250      288.51      0.7500
        -72.00      406.32      0.3397      0.2250      288.26      0.7500
        -71.00      406.22      0.3381      0.2250      287.99      0.7500
        -70.00      406.13      0.3365      0.2250      287.72      0.7500
        -69.00      406.03      0.3348      0.2250      287.44      0.7500
        -68.00      405.92      0.3330      0.2250      287.15      0.7500
        -67.00      405.82      0.3311      0.2250      286.85      0.7500
        -66.00      405.71      0.3291      0.2250      286.54      0.7500
        -65.00      405.60      0.3271      0.2250      286.22      0.7500
        -64.00      405.48      0.3250      0.2250      285.90      0.7500
        -63.00      405.36      0.3228      0.2250      285.57      0.7500
        -62.00      405.25      0.3205      0.2250      285.23      0.7500
        -61.00      405.12      0.3182      0.2250      284.89      0.7500
        -60.00      405.00      0.3158      0.2250      284.55      0.7500
        -59.00      404.88      0.3133      0.2250      284.19      0.7500
        -58.00      404.75      0.3107      0.2250      283.84      0.7500
        -57.00      404.62      0.3081      0.2250      283.48      0.7500
        -56.00      404.49      0.3057      0.2250      283.11      0.7500
        -55.00      404.36      0.3035      0.2250      282.75      0.7500
        -54.00      404.23      0.3012      0.2250      282.38      0.7500
        -53.00      404.09      0.2990      0.2250      282.01      0.7500
        -52.00      403.96      0.2968      0.2250      281.63      0.7500
        -51.00      403.83      0.2946      0.2250      281.26      0.7500
        -50.00      403.69      0.2924      0.2250      280.89      0.7500
        -49.00      403.56      0.2902      0.2250      280.52      0.7500
        -48.00      403.43      0.2880      0.2250      280.15      0.7500
        -47.00      403.30      0.2859      0.2250      279.78      0.7500
        -46.00      403.17      0.2837      0.2250      279.42      0.7500
        -45.00      403.04      0.2814      0.2250      279.06      0.7500
        -44.00      402.91      0.2792      0.2250      278.71      0.7500
        -43.00      402.78      0.2769      0.2250      278.36      0.7500
        -42.00      402.66      0.2747      0.2250      278.02      0.7500
        -41.00      402.54      0.2724      0.2250      277.69      0.7500
        -40.00      402.42      0.2701      0.2250      277.37      0.7500
        -39.00      402.31      0.2678      0.2250      277.06      0.7500
        -38.00      402.20      0.2655      0.2250      276.75      0.7500
        -37.00      402.09      0.2631      0.2250      276.46      0.7500
        -36.00      401.99      0.2609      0.2250      276.18      0.7500
        -35.00      401.89      0.2589      0.2250      275.91      0.7500
        -34.00      401.80      0.2568      0.2250      275.66      0.7500
        -33.00      401.72      0.2547      0.2250      275.42      0.7500
        -32.00      401.63      0.2523      0.2250      275.20      0.7500
        -31.00      401.56      0.2495      0.2250      274.99      0.7500
        -30.00      401.49      0.2461      0.2250      274.79      0.7500
        -29.00      401.42      0.2424      0.2250      274.62      0.7500
        -28.00      401.36      0.2391      0.2250      274.45      0.7500
        -27.00      401.31      0.2360      0.2250      274.31      0.7500
        -26.00      401.26      0.2330      0.2250      274.17      0.7500
        -25.00      401.22      0.2302      0.2250      274.05      0.7500
        -24.00      401.18      0.2274      0.2250      273.95      0.7500
        -23.00      401.14      0.2248      0.2250      273.86      0.7500
        -22.00      401.12      0.2223      0.2250      273.78      0.7500
        -21.00      401.09      0.2198      0.2250      273.72      0.7500
        -20.00      401.07      0.2175      0.2250      273.66      0.7500
        -19.00      401.06      0.2152      0.2250      273.62      0.7500
        -18.00      401.05      0.2131      0.2250      273.59      0.7500
        -17.00      401.04      0.2110      0.2250      273.58      0.7500
        -16.00      401.04      0.2091      0.2250      273.57      0.7500
        -15.00      401.04      0.2073      0.2250      273.57      0.7500
        -14.00      401.04      0.2056      0.2250      273.59      0.7500
        -13.00      401.05      0.2040      0.2250      273.61      0.7500
        -12.00      401.06      0.2025      0.2250      273.64      0.7500
        -11.00      401.08      0.2011      0.2250      273.68      0.7500
        -10.00      401.10      0.1998      0.2250      273.73      0.7500
         -9.00      401.12      0.1986      0.2250      273.79      0.7500
         -8.00      401.15      0.1976      0.2250      273.86      0.7500
         -7.00      401.17      0.1966      0.2250      273.94      0.7500
         -6.00      401.20      0.1958      0.2250      274.02      0.7500
         -5.00      401.24      0.1951      0.2250      274.11      0.7500
         -4.00      401.27      0.1945      0.2250      274.21      0.7500
         -3.00      401.31      0.1940      0.2250      274.32      0.7500
         -2.00      401.35      0.1936      0.2250      274.43      0.7500
         -1.00      401.40      0.1933      0.2250      274.55      0.7500
          0.00      401.45      0.1932      0.2250      274.68      0.7500
          1.00      401.49      0.1931      0.2250      274.82      0.7500
          2.00      401.55      0.1932      0.2250      274.96      0.7500
          3.00      401.60      0.1934      0.2250      275.11      0.7500
          4.00      401.66      0.1937      0.2250      275.27      0.7500
          5.00      401.72      0.1941      0.2250      275.43      0.7500
          6.00      401.78      0.1946      0.2250      275.60      0.7500
          7.00      401.84      0.1953      0.2250      275.77      0.7500
          8.00      401.91      0.1960      0.2250      275.96      0.7500
          9.00      401.98      0.1969      0.2250      276.15      0.7500
         10.00      402.05      0.1979      0.2250      276.35      0.7500
         11.00      402.13      0.1990      0.2250      276.55      0.7500
         12.00      402.20      0.2002      0.2250      276.76      0.7500
         13.00      402.28      0.2015      0.2250      276.98      0.7500
         14.00      402.37      0.2030      0.2250      277.21      0.7500
         15.00      402.45      0.2045      0.2250      277.45      0.7500
         16.00      402.54      0.2062      0.2250      277.69      0.7500
         17.00      402.63      0.2080      0.2250      277.94      0.7500
         18.00      402.73      0.2098      0.2250      278.20      0.7500
         19.00      402.82      0.2118      0.2250      278.47      0.7500
         20.00      402.92      0.2139      0.2250      278.75      0.7500
         21.00      403.03      0.2161      0.2250      279.04      0.7500
         22.00      403.14      0.2184      0.2250      279.34      0.7500
         23.00      403.25      0.2208      0.2250      279.65      0.7500
         24.00      403.36      0.2234      0.2250      279.96      0.7500
         25.00      403.48      0.2260      0.2250      280.29      0.7500
         26.00      403.60      0.2287      0.2250      280.63      0.7500
         27.00      403.73      0.2316      0.2250      280.98      0.7500
         28.00      403.86      0.2346      0.2250      281.35      0.7500
         29.00      403.99      0.2378      0.2250      281.72      0.7500
         30.00      404.13      0.2415      0.2250      282.11      0.7500
         31.00      404.28      0.2449      0.2250      282.51      0.7500
         32.00      404.42      0.2477      0.2250      282.93      0.7500
         33.00      404.58      0.2500      0.2250      283.36      0.7500
         34.00      404.74      0.2521      0.2250      283.81      0.7500
         35.00      404.90      0.2540      0.2250      284.27      0.7500
         36.00      405.07      0.2561      0.2250      284.74      0.7500
         37.00      405.24      0.2583      0.2250      285.22      0.7500
         38.00      405.41      0.2606      0.2250      285.71      0.7500
         39.00      405.59      0.2629      0.2250      286.20      0.7500
         40.00      405.77      0.2653      0.2250      286.71      0.7500
         41.00      405.95      0.2676      0.2250      287.22      0.7500
         42.00      406.13      0.2699      0.2250      287.74      0.7500
         43.00      406.32      0.2722      0.2250      288.26      0.7500
         44.00      406.50      0.2745      0.2250      288.78      0.7500
         45.00      406.69      0.2768      0.2250      289.31      0.7500
         46.00      406.87      0.2790      0.2250      289.84      0.7500
         47.00      407.06      0.2813      0.2250      290.38      0.7500
         48.00      407.25      0.2835      0.2250      290.91      0.7500
         49.00      407.43      0.2857      0.2250      291.45      0.7500
         50.00      407.62      0.2880      0.2250      291.98      0.7500
         51.00      407.81      0.2902      0.2250      292.51      0.7500
         52.00      407.99      0.2924      0.2250      293.04      0.7500
         53.00      408.17      0.2947      0.2250      293.56      0.7500
         54.00      408.35      0.2970      0.2250      294.08      0.7500
         55.00      408.53      0.2993      0.2250      294.60      0.7500
         56.00      408.71      0.3015      0.2250      295.11      0.7500
         57.00      408.88      0.3039      0.2250      295.61      0.7500
         58.00      409.05      0.3065      0.2250      296.10      0.7500
         59.00      409.22      0.3091      0.2250      296.59      0.7500
         60.00      409.39      0.3116      0.2250      297.07      0.7500
         61.00      409.55      0.3141      0.2250      297.54      0.7500
         62.00      409.71      0.3165      0.2250      298.00      0.7500
         63.00      409.86      0.3187      0.2250      298.46      0.7500
         64.00      410.02      0.3209      0.2250      298.90      0.7500
         65.00      410.16      0.3230      0.2250      299.34      0.7500
         66.00      410.31      0.3250      0.2250      299.76      0.7500
         67.00      410.45      0.3270      0.2250      300.17      0.7500
         68.00      410.59      0.3289      0.2250      300.57      0.7500
         69.00      410.72      0.3307      0.2250      300.96      0.7500
         70.00      410.85      0.3324      0.2250      301.34      0.7500
         71.00      410.97      0.3340      0.2250      301.70      0.7500
         72.00      411.09      0.3355      0.2250      302.05      0.7500
         73.00      411.21      0.3370      0.2250      302.39      0.7500
         74.00      411.31      0.3384      0.2250      302.71      0.7500
         75.00      411.42      0.3397      0.2250      303.01      0.7500
         76.00      411.52      0.3410      0.2250      303.30      0.7500
         77.00      411.61      0.3422      0.2250      303.57      0.7500
         78.00      411.69      0.3432      0.2250      303.82      0.7500
         79.00      411.77      0.3442      0.2250      304.06      0.7500
         80.00      411.85      0.3451      0.2250      304.27      0.7500
         81.00      411.91      0.3459      0.2250      304.47      0.7500
         82.00      411.97      0.3467      0.2250      304.65      0.7500
         83.00      412.03      0.3473      0.2250      304.81      0.7500
         84.00      412.07      0.3479      0.2250      304.95      0.7500
         85.00      412.11      0.3484      0.2250      305.06      0.7500
         86.00      412.15      0.3488      0.2250      305.16      0.7500
