# Name of benchmark/experiment: FILLET Benchmark 1
# Case number: 0
# Instellation (S_earth): 1.0
# XCO2 (ppm): 280.0
# Obliquity (degrees): 23.5
# Mode: seasonal
#
# Columns of data (annually averaged for last orbit)
# Lat Tsurf Asurf ATOA OLR Fland
 -90.00   256.00 0.6000 0.6000   175.70 0.4100
 -77.83   260.70 0.4939 0.4939   185.10 0.4100
 -72.76   263.80 0.4408 0.4408   191.30 0.4100
 -68.84   266.50 0.3877 0.3877   196.69 0.4089
 -65.52   268.95 0.2797 0.2797   201.59 0.3473
 -62.58   271.12 0.2778 0.2778   205.94 0.2857
 -59.90   273.11 0.2759 0.2759   209.91 0.2242
 -57.43   274.94 0.2740 0.2740   213.59 0.1626
 -55.11   276.66 0.2720 0.2720   217.02 0.1010
 -52.92   278.27 0.2701 0.2701   220.24 0.0395
 -50.83   279.79 0.2694 0.2694   223.28 0.0145
 -48.83   281.22 0.2696 0.2696   226.15 0.0231
 -46.91   282.58 0.2699 0.2699   228.86 0.0317
 -45.06   283.87 0.2702 0.2702   231.44 0.0403
 -43.27   285.09 0.2704 0.2704   233.89 0.0489
 -41.52   286.26 0.2707 0.2707   236.21 0.0575
 -39.83   287.36 0.2710 0.2710   238.42 0.0661
 -38.17   288.41 0.2712 0.2712   240.52 0.0747
 -36.55   289.41 0.2716 0.2716   242.51 0.0857
 -34.96   290.35 0.2720 0.2720   244.40 0.1007
 -33.41   291.25 0.2725 0.2725   246.20 0.1158
 -31.88   292.10 0.2730 0.2730   247.91 0.1308
 -30.37   292.91 0.2734 0.2734   249.52 0.1459
 -28.89   293.67 0.2739 0.2739   251.05 0.1609
 -27.43   294.40 0.2744 0.2744   252.49 0.1760
 -25.99   295.08 0.2748 0.2748   253.85 0.1910
 -24.57   295.72 0.2753 0.2753   255.14 0.2061
 -23.16   296.32 0.2758 0.2758   256.34 0.2211
 -21.76   296.88 0.2761 0.2761   257.47 0.2304
 -20.38   297.41 0.2761 0.2761   258.52 0.2313
 -19.02   297.90 0.2761 0.2761   259.50 0.2322
 -17.66   298.35 0.2761 0.2761   260.41 0.2331
 -16.31   298.77 0.2762 0.2762   261.24 0.2340
 -14.98   299.15 0.2762 0.2762   262.01 0.2349
 -13.65   299.50 0.2762 0.2762   262.70 0.2358
 -12.33   299.81 0.2763 0.2763   263.32 0.2367
 -11.01   300.09 0.2763 0.2763   263.88 0.2376
  -9.70   300.33 0.2763 0.2763   264.37 0.2385
  -8.40   300.54 0.2763 0.2763   264.78 0.2394
  -7.10   300.72 0.2764 0.2764   265.13 0.2417
  -5.80   300.86 0.2766 0.2766   265.42 0.2478
  -4.51   300.97 0.2768 0.2768   265.63 0.2538
  -3.22   301.04 0.2770 0.2770   265.78 0.2599
  -1.93   301.08 0.2772 0.2772   265.86 0.2659
  -0.64   301.09 0.2774 0.2774   265.88 0.2720
   0.64   301.06 0.2775 0.2775   265.82 0.2780
   1.93   301.00 0.2777 0.2777   265.71 0.2841
   3.22   300.91 0.2779 0.2779   265.52 0.2901
   4.51   300.78 0.2781 0.2781   265.27 0.2962
   5.80   300.62 0.2783 0.2783   264.95 0.3022
   7.10   300.43 0.2785 0.2785   264.56 0.3083
   8.40   300.20 0.2787 0.2787   264.11 0.3151
   9.70   299.94 0.2789 0.2789   263.59 0.3223
  11.01   299.65 0.2791 0.2791   262.99 0.3295
  12.33   299.32 0.2794 0.2794   262.34 0.3367
  13.65   298.95 0.2796 0.2796   261.61 0.3439
  14.98   298.55 0.2798 0.2798   260.81 0.3511
  16.31   298.12 0.2800 0.2800   259.94 0.3583
  17.66   297.65 0.2803 0.2803   258.99 0.3655
  19.02   297.14 0.2805 0.2805   257.98 0.3727
  20.38   296.59 0.2807 0.2807   256.89 0.3799
  21.76   296.01 0.2809 0.2809   255.72 0.3871
  23.16   295.39 0.2812 0.2812   254.48 0.3941
  24.57   294.73 0.2814 0.2814   253.16 0.4012
  25.99   294.03 0.2816 0.2816   251.76 0.4082
  27.43   293.29 0.2818 0.2818   250.28 0.4152
  28.89   292.51 0.2820 0.2820   248.72 0.4222
  30.37   291.68 0.2822 0.2822   247.07 0.4293
  31.88   290.81 0.2825 0.2825   245.33 0.4363
  33.41   289.90 0.2827 0.2827   243.50 0.4433
  34.96   288.94 0.2829 0.2829   241.57 0.4503
  36.55   287.92 0.2831 0.2831   239.55 0.4573
  38.17   286.86 0.2834 0.2834   237.42 0.4669
  39.83   285.74 0.2838 0.2838   235.18 0.4779
  41.52   284.57 0.2841 0.2841   232.84 0.4890
  43.27   283.33 0.2845 0.2845   230.37 0.5000
  45.06   282.04 0.2848 0.2848   227.77 0.5111
  46.91   280.67 0.2851 0.2851   225.04 0.5221
  48.83   279.23 0.2855 0.2855   222.16 0.5332
  50.83   277.71 0.2858 0.2858   219.12 0.5442
  52.92   276.10 0.2858 0.2858   215.89 0.5442
  55.11   274.38 0.2854 0.2854   212.46 0.5320
  57.43   272.55 0.2851 0.2851   208.79 0.5198
  59.90   270.56 0.2847 0.2847   204.83 0.5076
  62.58   268.40 0.3369 0.3369   200.50 0.4954
  65.52   266.06 0.3893 0.3893   195.81 0.4832
  68.84   263.53 0.4407 0.4407   190.77 0.4033
  72.76   260.80 0.4927 0.4927   185.31 0.2993
  77.83   257.73 0.6000 0.6000   179.16 0.1953
  90.00   253.27 0.6000 0.6000   170.23 0.1700
