T(K) pCO2(bar) A_K(W/m^2) A_C(W/m^2) B(W/m^2/K) albedo OLR(W/m^2)
190.0 0.0004268456350710727 -327.58673658558484 209.86654446373493 1.9676122315552622 0.28971279284424317 46.259587409914936
190.0 0.0004472151579277757 -327.5210076760624 209.78875256233152 1.967086802996134 0.28971275862681145 46.22548489320304
190.0 0.00046855673584916433 -327.45212457035393 209.7086609368904 1.9665414076779952 0.28971272277707383 46.190742888465145
190.0 0.0004909167563257765 -327.3796884567102 209.62608292629758 1.965973902189302 0.2897126852171922 46.155352959257186
190.0 0.0005143438205080105 -327.30330494071944 209.540834470584 1.9653821688131192 0.2897126458656191 46.11930713377319
190.0 0.0005388888488443022 -327.22258404530675 209.4527341109254 1.9647641155271176 0.28971260463692283 46.08259790484561
190.0 0.0005646051917604683 -327.13714021073264 209.36160298964228 1.9641176760035695 0.28971256144160057 46.045218229945526
190.0 0.000591548745620784 -327.0465922945948 209.2672648501997 1.963440809609352 0.2897125161858857 46.007161531182106
190.0 0.0006197780742228446 -326.95056357182744 209.16954603720825 1.9627315014059519 0.2897124687715459 45.9684216953034
190.0 0.0006493545360902913 -326.8486817347009 209.06827549642273 1.9619877621494552 0.28971241909566897 45.92899307369558
190.0 0.000680342417840078 -326.74057889282204 208.96328477474268 1.9612076282905537 0.2897123670504422 45.88887048238316
190.0 0.0007128090739141657 -326.625891573135 208.85440802021319 1.9603891619745495 0.2897123125229183 45.848049202029436
190.0 0.0007468250729793602 -326.50426071991933 208.7414819820233 1.9595304510413425 0.28971225539477186 45.806524977935716
190.0 0.000782464351313504 -326.37533169479156 208.62434601050722 1.9586296090254396 0.2897121955420442 45.76429402004197
190.0 0.0008198043735114153 -326.23875427670447 208.50284205714433 1.9576847751559538 0.2897121328348752 45.7213530029268
190.0 0.0008589263008598952 -326.09418266194837 208.37681467455866 1.9566941143566066 0.28971206713722264 45.67769906580688
190.0 0.0008999151677477467 -325.94127546414853 208.24611101651834 1.9556558172457146 0.28971199830657 45.63332981253724
190.0 0.0009428600664942917 -325.77969571426786 208.11058083793736 1.954568100136208 0.28971192619361885 45.5882433116117
190.0 0.0009878543409980705 -325.6091108606052 207.97007649487404 1.9534292050356186 0.2897118506419661 45.54243809616238
190.0 0.0010349957896266912 -325.42919276879593 207.8244529445315 1.9522373996460824 0.28971177148776767 45.495913163959784
190.0 0.0010843868777887652 -325.23961772181195 207.67356774525763 1.9509909773643406 0.2897116885593856 45.44866797741277
190.0 0.0011361349606500313 -325.0400664199622 207.51728105654553 1.9496882572817418 0.2897116016770183 45.40070246356872
190.0 0.0011903525164776935 -324.830223980891 207.3554556390329 1.9483275841842356 0.2897115106523146 45.35201701411376
190.0 0.0012471573911202317 -324.60977993958056 207.18795685450195 1.94690732855238 0.2897114152879671 45.30261248537162
190.0 0.0013066730541540102 -324.3784282483484 207.01465266588005 1.9454258865613345 0.28971131537728895 45.25249019830513
190.0 0.001369028867253509 -324.1358672768488 206.8354136372397 1.9438816800808658 0.28971121070376954 45.20165193851575
190.0 0.001434360365368427 -323.88179981207276 206.65011293379732 1.9422731566753437 0.2897111010406106 45.15009995624255
190.0 0.0015028095513188848 -323.61593305834793 206.45862632191472 1.9405987896037442 0.2897109861502371 45.09783696636344
190.0 0.001574525204449002 -323.33797863733867 206.2608321690989 1.9388570778196508 0.28971086578378996 45.044866148394995
190.0 0.0016496632040097535 -323.04765258804434 206.0566114440011 1.9370465459712447 0.2897107396805917 44.99119114649216
190.0 0.0017283868679739958 -322.7446753668027 205.84584771641755 1.935165744401319 0.28971060756758854 44.936816069447914
190.0 0.001810867308020102 -322.42877184728707 205.62842715728908 1.9332132491472678 0.2897104691587645 44.8817454906938
190.0 0.0018972838014557907 -322.09967132050684 205.40423853870197 1.9311876619410906 0.2897103241545324 44.82598444830036
190.0 0.0019878241808905513 -321.7571074948088 205.17317323388667 1.9290876102093923 0.28971017224109075 44.76953844497575
190.0 0.0020826852425036447 -321.4008184958763 204.93512521721865 1.9269117470733845 0.2897100130897552 44.71241344806676
190.0 0.002182073173795088 -321.03054686672783 204.6899910642186 1.9246587513488795 0.28970984635625724 44.654615889559295
190.0 0.0022862040017493594 -320.6460395677197 204.43766995155147 1.9223273275462978 0.28970967168000955 44.59615266607686
